n	k	d	fom	l	m	A	B	wt	fam	C	D
198	4	32	20.6869	3	33	x^0*y^30+x^0*y^32+x^1*y^28+x^2*y^12+x^2*y^17	x^1*y^7+x^1*y^12+x^1*y^23+x^1*y^24+x^2*y^20	10	css		
296	4	39	20.5541	37	4	x^4*y^1+x^8*y^3+x^27*y^3+x^31*y^3	x^6*y^2+x^7*y^3+x^19*y^2+x^34*y^3	8	css		
696	4	58	19.3333	6	58	x^1*y^15+x^3*y^30+x^4*y^5+x^5*y^9+x^5*y^25+x^5*y^35	x^1*y^2+x^1*y^45+x^4*y^11+x^4*y^50	10	css		
212	4	32	19.3208	53	2	x^10*y^1+x^17*y^1+x^32*y^0+x^42*y^0	x^17*y^1+x^20*y^1+x^24*y^0+x^44*y^0	8	css		
152	4	27	19.1842	4	19	x^0*y^4+x^0*y^10+x^0*y^14+x^2*y^3+x^3*y^5+x^3*y^6	x^0*y^9+x^0*y^14+x^1*y^16+x^1*y^17	10	css		
248	4	34	18.6452	4	31	x^0*y^0+x^0*y^1+x^1*y^29+x^3*y^7	x^0*y^18+x^1*y^16+x^2*y^3+x^3*y^2	8	css		
372	4	41	18.0753	6	31	x^3*y^12+x^4*y^4+x^4*y^13+x^5*y^21	x^1*y^25+x^2*y^17+x^2*y^22+x^3*y^19	8	css		
176	4	28	17.8182	22	4	x^0*y^0+x^4*y^0+x^7*y^2+x^11*y^1+x^14*y^2+x^19*y^0	x^2*y^2+x^11*y^3+x^12*y^2+x^13*y^1+x^16*y^0+x^19*y^1	12	css		
236	4	32	17.3559	59	2	x^5*y^1+x^10*y^0+x^11*y^0+x^32*y^0+x^38*y^0+x^38*y^1	x^3*y^1+x^24*y^1+x^34*y^0+x^57*y^0	10	css		
196	4	29	17.1633	7	14	x^2*y^0+x^2*y^9+x^3*y^12+x^4*y^5+x^5*y^13+x^6*y^7	x^0*y^7+x^2*y^3+x^5*y^13+x^6*y^5	10	css		
148	4	25	16.8919	2	37	x^0*y^2+x^0*y^35+x^1*y^22+x^1*y^30	x^0*y^6+x^0*y^9+x^0*y^15+x^0*y^18+x^1*y^10+x^1*y^22	10	css		
162	4	26	16.6914	9	9	x^4*y^8+x^5*y^2+x^8*y^6	x^0*y^3+x^1*y^3+x^2*y^8+x^4*y^1+x^6*y^7	8	css		
140	4	24	16.4571	2	35	x^0*y^0+x^0*y^14+x^1*y^15+x^1*y^25	x^0*y^0+x^0*y^3+x^0*y^18+x^0*y^29+x^1*y^14+x^1*y^21	10	css		
390	4	40	16.4103	13	15	x^1*y^13+x^2*y^3+x^2*y^8+x^4*y^1+x^6*y^10	x^3*y^4+x^6*y^10+x^9*y^7+x^10*y^7	9	css		
180	4	27	16.2000	30	3	x^1*y^0+x^21*y^0+x^22*y^0+x^24*y^1+x^29*y^0+x^29*y^1	x^21*y^0+x^24*y^1+x^27*y^2	9	css		
168	4	26	16.0952	28	3	x^2*y^1+x^13*y^2+x^23*y^0+x^26*y^2	x^0*y^0+x^1*y^2+x^10*y^2+x^21*y^1+x^23*y^1+x^27*y^2	10	css		
156	4	25	16.0256	39	2	x^7*y^0+x^12*y^1+x^19*y^0+x^20*y^0+x^25*y^0+x^26*y^1	x^0*y^0+x^6*y^1+x^19*y^0+x^28*y^0+x^31*y^0+x^37*y^1	12	css		
174	4	26	15.5402	3	29	x^0*y^2+x^0*y^19+x^0*y^23+x^1*y^18+x^2*y^23	x^0*y^18+x^0*y^23+x^1*y^14+x^1*y^27	9	css		
138	4	23	15.3333	3	23	x^0*y^13+x^0*y^14+x^1*y^16+x^1*y^17+x^2*y^19+x^2*y^22	x^0*y^0+x^1*y^22+x^2*y^0+x^2*y^13+x^2*y^18	11	css		
164	4	25	15.2439	41	2	x^3*y^0+x^12*y^1+x^20*y^0+x^26*y^1	x^12*y^0+x^26*y^0+x^30*y^1+x^36*y^1	8	css		
312	4	34	14.8205	6	26	x^0*y^2+x^1*y^24+x^5*y^16+x^5*y^23	x^0*y^7+x^1*y^6+x^2*y^3+x^4*y^17	8	css		
112	4	20	14.2857	28	2	x^9*y^1+x^19*y^0+x^19*y^1+x^26*y^0	x^4*y^1+x^6*y^0+x^13*y^0+x^15*y^1+x^17*y^0+x^22*y^0	10	css		
126	4	21	14.0000	3	21	x^0*y^1+x^0*y^9+x^1*y^6	x^1*y^5+x^1*y^6+x^1*y^13+x^1*y^16+x^1*y^17+x^2*y^4	9	css		
464	4	40	13.7931	58	4	x^0*y^0+x^26*y^0+x^45*y^0+x^45*y^1	x^0*y^0+x^0*y^2+x^18*y^0+x^32*y^2	8	css		
216	4	27	13.5000	36	3	x^0*y^0+x^19*y^0+x^19*y^1+x^30*y^0	x^0*y^2+x^2*y^0+x^2*y^2+x^8*y^1	8	css		
144	4	22	13.4444	4	18	x^1*y^15+x^2*y^4+x^2*y^11+x^3*y^10	x^0*y^7+x^1*y^17+x^3*y^10+x^3*y^13	8	css		
172	4	24	13.3953	2	43	x^1*y^12+x^1*y^16+x^1*y^40+x^1*y^41	x^0*y^21+x^0*y^28+x^1*y^10+x^1*y^27	8	css		
132	4	21	13.3636	11	6	x^0*y^1+x^1*y^0+x^2*y^2+x^5*y^5+x^6*y^0+x^9*y^4	x^1*y^1+x^6*y^5+x^7*y^2+x^9*y^2+x^9*y^3+x^10*y^5	12	css		
414	4	36	12.5217	9	23	x^0*y^16+x^7*y^15+x^8*y^3	x^0*y^4+x^1*y^7+x^8*y^15	6	css		
234	4	27	12.4615	3	39	x^0*y^11+x^1*y^1+x^1*y^34+x^2*y^14	x^1*y^26+x^1*y^31+x^2*y^0	7	css		
120	4	19	12.0333	2	30	x^0*y^7+x^0*y^21+x^1*y^7+x^1*y^8+x^1*y^19+x^1*y^20	x^0*y^11+x^0*y^14+x^0*y^25+x^0*y^29+x^1*y^0+x^1*y^6	12	css		
192	4	24	12.0000	48	2	x^6*y^0+x^26*y^0+x^37*y^0+x^41*y^0	x^9*y^0+x^10*y^0+x^21*y^1+x^23*y^0+x^32*y^1+x^44*y^0	10	css		
752	4	47	11.7500	8	47	x^0*y^0+x^0*y^5+x^1*y^1+x^1*y^5	x^0*y^0+x^2*y^0+x^2*y^10+x^2*y^28	8	css		
108	4	17	10.7037	27	2	x^2*y^1+x^3*y^0+x^4*y^1+x^19*y^1+x^20*y^0+x^21*y^0	x^0*y^1+x^3*y^0+x^12*y^0+x^14*y^1+x^16*y^1	11	css		
124	4	18	10.4516	31	2	x^11*y^0+x^11*y^1+x^13*y^1+x^21*y^0+x^24*y^0+x^27*y^0	x^1*y^1+x^3*y^0+x^3*y^1+x^17*y^0	10	css		
100	4	16	10.2400	2	25	x^0*y^8+x^0*y^15+x^0*y^18+x^0*y^20+x^1*y^5+x^1*y^6	x^0*y^4+x^0*y^19+x^1*y^8+x^1*y^19	10	css		
128	4	18	10.1250	2	32	x^0*y^8+x^0*y^20+x^0*y^21+x^0*y^28+x^1*y^4+x^1*y^27	x^0*y^2+x^0*y^10+x^0*y^15+x^0*y^22+x^0*y^23+x^1*y^22	12	css		
210	4	22	9.2190	15	7	x^4*y^2+x^4*y^4+x^8*y^4+x^11*y^2	x^1*y^3+x^9*y^0+x^14*y^3	7	css		
88	4	14	8.9091	4	11	x^0*y^3+x^0*y^8+x^0*y^9+x^2*y^0+x^3*y^2+x^3*y^7	x^1*y^1+x^1*y^6+x^2*y^8+x^2*y^9+x^3*y^2+x^3*y^4	12	css		
968	4	46	8.7438	22	22	x^0*y^0+x^0*y^9+x^3*y^0+x^12*y^4	x^0*y^0+x^0*y^18+x^5*y^11+x^6*y^0	8	css		
104	4	15	8.6538	13	4	x^1*y^2+x^2*y^1+x^5*y^0+x^6*y^3	x^2*y^1+x^5*y^3+x^6*y^0+x^8*y^0	8	css		
92	4	14	8.5217	2	23	x^0*y^5+x^0*y^15+x^0*y^17+x^0*y^21+x^1*y^17+x^1*y^22	x^0*y^16+x^0*y^18+x^1*y^6+x^1*y^13+x^1*y^15+x^1*y^22	12	css		
136	4	17	8.5000	2	34	x^0*y^27+x^1*y^0+x^1*y^5+x^1*y^19	x^0*y^2+x^0*y^19+x^1*y^2+x^1*y^15	8	css		
72	4	12	8.0000	4	9	x^1*y^5+x^1*y^6+x^1*y^8+x^3*y^2+x^3*y^7+x^3*y^8	x^0*y^3+x^0*y^5+x^1*y^7+x^3*y^5	10	css		
80	4	12	7.2000	8	5	x^0*y^0+x^1*y^2+x^2*y^0+x^5*y^2+x^7*y^1+x^7*y^3	x^0*y^2+x^0*y^3+x^1*y^0+x^7*y^3	10	css		
84	4	12	6.8571	21	2	x^5*y^0+x^7*y^0+x^12*y^0+x^16*y^0	x^0*y^0+x^3*y^1+x^8*y^1+x^12*y^1+x^13*y^1+x^17*y^0	10	css		
116	4	14	6.7586	29	2	x^3*y^1+x^4*y^1+x^6*y^1+x^11*y^0+x^12*y^1+x^15*y^0	x^0*y^0+x^1*y^0+x^14*y^1+x^15*y^1+x^17*y^1+x^18*y^1	12	css		
90	4	12	6.4000	15	3	x^4*y^0+x^4*y^2+x^5*y^0+x^8*y^2+x^9*y^1	x^1*y^0+x^3*y^1+x^7*y^1	8	css		
52	4	9	6.2308	13	2	x^4*y^0+x^4*y^1+x^5*y^1+x^8*y^1+x^11*y^0+x^12*y^1	x^3*y^1+x^6*y^0+x^9*y^1+x^12*y^0	10	css		
96	4	12	6.0000	6	8	x^1*y^4+x^2*y^4+x^3*y^2+x^5*y^0+x^5*y^3	x^0*y^3+x^4*y^4+x^5*y^5	8	css		
102	4	12	5.6471	17	3	x^5*y^0+x^7*y^0+x^8*y^2+x^9*y^0+x^16*y^1	x^2*y^2+x^6*y^2+x^9*y^2+x^15*y^2	9	css		
48	4	8	5.3333	8	3	x^0*y^0+x^3*y^1+x^7*y^2	x^2*y^0+x^2*y^2+x^3*y^0+x^3*y^2+x^4*y^0+x^5*y^0	9	css		
150	4	14	5.2267	5	15	x^0*y^6+x^3*y^2+x^4*y^1	x^0*y^9+x^1*y^1+x^1*y^8	6	css		
564	4	27	5.1702	6	47	x^0*y^0+x^0*y^21+x^3*y^14+x^5*y^21	x^0*y^0+x^0*y^42+x^4*y^0+x^4*y^4	8	css		
66	4	9	4.9091	3	11	x^0*y^9+x^1*y^1+x^1*y^5+x^1*y^8+x^2*y^5	x^0*y^1+x^0*y^9+x^2*y^3+x^2*y^8	9	css		
54	4	8	4.7407	9	3	x^2*y^0+x^2*y^1+x^5*y^1+x^6*y^0+x^6*y^2+x^8*y^1	x^4*y^1+x^6*y^0+x^6*y^1	9	css		
42	4	7	4.6667	7	3	x^2*y^2+x^6*y^0+x^6*y^1	x^0*y^1+x^1*y^0+x^2*y^1+x^6*y^0	7	css		
56	4	8	4.5714	2	14	x^0*y^0+x^0*y^6+x^0*y^9+x^0*y^12+x^1*y^4+x^1*y^5	x^0*y^6+x^0*y^9+x^0*y^10+x^0*y^13+x^1*y^2+x^1*y^11	12	css		
32	4	6	4.5000	4	4	x^0*y^1+x^1*y^0+x^2*y^3+x^3*y^0+x^3*y^1+x^3*y^2	x^0*y^0+x^0*y^1+x^0*y^3+x^2*y^0+x^3*y^2+x^3*y^3	12	css		
44	4	7	4.4545	11	2	x^0*y^0+x^5*y^0+x^6*y^0+x^7*y^1+x^8*y^1+x^9*y^0	x^1*y^0+x^1*y^1+x^5*y^0+x^6*y^0+x^7*y^1+x^9*y^0	12	css		
246	4	16	4.1626	3	41	x^0*y^26+x^1*y^31+x^2*y^5	x^1*y^3+x^1*y^7+x^2*y^6+x^2*y^14	7	css		
64	4	8	4.0000	2	16	x^1*y^0+x^1*y^2+x^1*y^3+x^1*y^14	x^0*y^4+x^0*y^15+x^1*y^3+x^1*y^5	8	css		
40	4	6	3.6000	5	4	x^0*y^1+x^0*y^3+x^2*y^1+x^3*y^1	x^1*y^0+x^1*y^2+x^1*y^3+x^4*y^1	8	css		
18	4	4	3.5556	3	3	x^0*y^0+x^0*y^2+x^1*y^2	x^0*y^0+x^1*y^0+x^1*y^2	6	css		
460	4	20	3.4783	46	5	x^0*y^0+x^2*y^4+x^45*y^0+x^45*y^4	x^0*y^0+x^0*y^2+x^38*y^3+x^44*y^3	8	css		
304	4	16	3.3684	19	8	x^0*y^0+x^0*y^6+x^13*y^4+x^16*y^0	x^0*y^4+x^13*y^0+x^13*y^4+x^18*y^0	8	css		
20	4	4	3.2000	2	5	x^0*y^0+x^0*y^2+x^0*y^3+x^0*y^4+x^1*y^1+x^1*y^3	x^0*y^3+x^0*y^4+x^1*y^0+x^1*y^2	10	css		
24	4	4	2.6667	6	2	x^0*y^1+x^1*y^0+x^4*y^0+x^5*y^1	x^0*y^0+x^3*y^0+x^5*y^0+x^5*y^1	8	css		
16	4	3	2.2500	4	2	x^0*y^1+x^2*y^0+x^3*y^0+x^3*y^1	x^0*y^0+x^1*y^1+x^3*y^0+x^3*y^1	8	css		
512	4	16	2.0000	16	16	x^0*y^0+x^0*y^10+x^5*y^10+x^6*y^0	x^0*y^0+x^0*y^4+x^10*y^4+x^14*y^14	8	css		
990	4	22	1.9556	33	15	x^0*y^0+x^0*y^11+x^29*y^11	x^0*y^0+x^29*y^0+x^29*y^11	6	css		
36	4	4	1.7778	6	3	x^0*y^0+x^0*y^2+x^1*y^2	x^0*y^0+x^1*y^0+x^1*y^2	6	css		
688	4	16	1.4884	43	8	x^0*y^0+x^11*y^0+x^11*y^2+x^22*y^0	x^0*y^0+x^0*y^4+x^22*y^4+x^23*y^6	8	css		
918	4	16	1.1155	9	51	x^0*y^0+x^0*y^1+x^2*y^1	x^0*y^0+x^2*y^0+x^2*y^1	6	css		
392	4	9	0.8265	49	4	x^0*y^0+x^0*y^1+x^16*y^0+x^48*y^3	x^0*y^0+x^0*y^2+x^17*y^0+x^32*y^2	8	css		
60	4	3	0.6000	6	5	x^0*y^0+x^1*y^0+x^1*y^3+x^2*y^4	x^0*y^0+x^0*y^1+x^2*y^0+x^2*y^1	8	css		
364	4	7	0.5385	26	7	x^0*y^1+x^8*y^5+x^23*y^0+x^23*y^5	x^16*y^0+x^16*y^3+x^20*y^0+x^20*y^3	8	css		
76	4	1	0.0526	19	2	x^0*y^0+x^8*y^0+x^8*y^1+x^17*y^1		4	css		
188	4	1	0.0213	47	2	x^0*y^0+x^0*y^1+x^17*y^1+x^18*y^0		4	css		
328	4	1	0.0122	4	41	x^0*y^25+x^2*y^0+x^2*y^16+x^2*y^25		4	css		
966	2	215	95.7039	23	21	x^3*y^2+x^9*y^14+x^11*y^2+x^11*y^9+x^14*y^19+x^18*y^19	x^0*y^8+x^1*y^10+x^8*y^14+x^11*y^2	10	css		
990	2	215	93.3838	55	9	x^1*y^8+x^9*y^1+x^19*y^0+x^23*y^1+x^23*y^3+x^47*y^1	x^0*y^4+x^2*y^2+x^3*y^1+x^11*y^6+x^17*y^7+x^44*y^7	12	css		
946	2	208	91.4672	11	43	x^2*y^19+x^7*y^0+x^7*y^6+x^8*y^7+x^10*y^30+x^10*y^35	x^0*y^24+x^1*y^17+x^4*y^14+x^7*y^7+x^8*y^27+x^10*y^23	12	css		
988	2	212	90.9798	13	38	x^0*y^5+x^1*y^29+x^2*y^34+x^8*y^35	x^4*y^12+x^4*y^17+x^5*y^21+x^8*y^3+x^11*y^7+x^12*y^7	10	css		
936	2	206	90.6752	13	36	x^3*y^6+x^4*y^6+x^4*y^27+x^8*y^1+x^10*y^20+x^11*y^19	x^0*y^13+x^1*y^24+x^3*y^15+x^11*y^22+x^11*y^31+x^11*y^32	12	css		
968	2	209	90.2500	44	11	x^4*y^10+x^5*y^3+x^14*y^2+x^18*y^4+x^25*y^0+x^35*y^10	x^0*y^2+x^12*y^2+x^12*y^4+x^13*y^0+x^13*y^2+x^40*y^2	12	css		
950	2	207	90.2084	25	19	x^1*y^1+x^2*y^4+x^7*y^6+x^10*y^9+x^16*y^4+x^22*y^3	x^2*y^13+x^7*y^10+x^8*y^5+x^11*y^5+x^13*y^9+x^22*y^7	12	css		
962	2	208	89.9459	37	13	x^1*y^7+x^6*y^7+x^11*y^12+x^22*y^1+x^32*y^9+x^34*y^1	x^2*y^3+x^4*y^8+x^5*y^5+x^7*y^9+x^15*y^11+x^36*y^6	12	css		
940	2	204	88.5447	10	47	x^4*y^17+x^5*y^32+x^5*y^38+x^6*y^40+x^8*y^38+x^9*y^32	x^7*y^9+x^7*y^15+x^8*y^6+x^9*y^26	10	css		
960	2	206	88.4083	32	15	x^5*y^7+x^11*y^0+x^13*y^12+x^18*y^1+x^22*y^2+x^26*y^7	x^19*y^11+x^22*y^4+x^23*y^11+x^24*y^7+x^26*y^10+x^31*y^7	12	css		
980	2	208	88.2939	10	49	x^1*y^34+x^3*y^39+x^4*y^43+x^6*y^5+x^6*y^38+x^9*y^3	x^5*y^18+x^6*y^48+x^7*y^6+x^7*y^47+x^9*y^23+x^9*y^43	12	css		
954	2	205	88.1027	9	53	x^1*y^11+x^1*y^20+x^1*y^49+x^2*y^19+x^3*y^39+x^5*y^10	x^4*y^9+x^4*y^25+x^4*y^43+x^8*y^29	10	css		
918	2	201	88.0196	9	51	x^0*y^33+x^4*y^5+x^6*y^4+x^6*y^30+x^7*y^49+x^8*y^4	x^4*y^17+x^5*y^5+x^6*y^39+x^8*y^40	10	css		
952	2	204	87.4286	17	28	x^0*y^0+x^1*y^26+x^3*y^12+x^10*y^3	x^2*y^9+x^4*y^8+x^4*y^26+x^8*y^27+x^9*y^2+x^11*y^9	10	css		
924	2	199	85.7165	42	11	x^9*y^8+x^10*y^0+x^10*y^9+x^14*y^8+x^28*y^1+x^31*y^10	x^12*y^8+x^29*y^9+x^33*y^4+x^35*y^7	10	css		
882	2	191	82.7234	49	9	x^4*y^0+x^22*y^1+x^23*y^2+x^29*y^0	x^9*y^1+x^9*y^7+x^25*y^1+x^37*y^8+x^48*y^1+x^48*y^3	10	css		
870	2	189	82.1172	15	29	x^1*y^12+x^1*y^14+x^2*y^22+x^6*y^1+x^6*y^17+x^9*y^20	x^5*y^25+x^9*y^7+x^11*y^26+x^14*y^6	10	css		
986	2	201	81.9493	29	17	x^5*y^2+x^8*y^10+x^9*y^14+x^20*y^9+x^24*y^2+x^26*y^6	x^0*y^2+x^3*y^8+x^3*y^12+x^4*y^2+x^4*y^12+x^7*y^5	12	css		
900	2	192	81.9200	18	25	x^3*y^1+x^3*y^5+x^8*y^14+x^9*y^9+x^13*y^22+x^15*y^6	x^5*y^14+x^7*y^21+x^8*y^15+x^13*y^4	10	css		
920	2	194	81.8174	23	20	x^6*y^1+x^6*y^19+x^12*y^1+x^15*y^1+x^15*y^14+x^21*y^7	x^7*y^5+x^14*y^0+x^15*y^14+x^16*y^18+x^17*y^1+x^21*y^15	12	css		
884	2	190	81.6742	13	34	x^1*y^2+x^5*y^14+x^10*y^30+x^11*y^27	x^0*y^1+x^0*y^25+x^1*y^4+x^1*y^27+x^6*y^5+x^11*y^1	10	css		
928	2	194	81.1121	8	58	x^3*y^8+x^3*y^44+x^5*y^40+x^6*y^12+x^7*y^16+x^7*y^26	x^0*y^26+x^0*y^49+x^2*y^24+x^5*y^6	10	css		
930	2	194	80.9376	15	31	x^3*y^17+x^4*y^21+x^8*y^10+x^8*y^26+x^11*y^25+x^14*y^28	x^3*y^2+x^4*y^6+x^5*y^18+x^12*y^9	10	css		
944	2	195	80.5614	59	8	x^5*y^4+x^7*y^5+x^13*y^0+x^20*y^2+x^52*y^7+x^55*y^1	x^6*y^0+x^13*y^5+x^15*y^0+x^30*y^3+x^35*y^4+x^51*y^2	12	css		
880	2	188	80.3273	11	40	x^3*y^13+x^6*y^5+x^7*y^22+x^7*y^34+x^10*y^30+x^10*y^39	x^1*y^32+x^2*y^15+x^2*y^32+x^3*y^31+x^8*y^34+x^9*y^25	12	css		
864	2	185	79.2245	16	27	x^4*y^4+x^4*y^26+x^6*y^14+x^8*y^17+x^9*y^15+x^12*y^9	x^0*y^26+x^4*y^0+x^7*y^3+x^8*y^15+x^8*y^24+x^15*y^13	12	css		
910	2	189	78.5077	35	13	x^3*y^8+x^14*y^4+x^15*y^5+x^30*y^10+x^31*y^4+x^32*y^3	x^8*y^1+x^20*y^6+x^30*y^3+x^30*y^10	10	css		
848	2	182	78.1226	53	8	x^8*y^6+x^17*y^4+x^27*y^6+x^40*y^1+x^44*y^1+x^51*y^3	x^0*y^3+x^3*y^3+x^15*y^4+x^17*y^0+x^18*y^5+x^52*y^2	12	css		
868	2	183	77.1636	14	31	x^0*y^0+x^3*y^20+x^6*y^1+x^7*y^5	x^3*y^15+x^5*y^10+x^8*y^13+x^9*y^9+x^10*y^11+x^12*y^19	10	css		
812	2	176	76.2956	58	7	x^1*y^3+x^9*y^2+x^9*y^4+x^11*y^4+x^27*y^0+x^54*y^2	x^12*y^1+x^19*y^5+x^23*y^2+x^43*y^2	10	css		
992	2	194	75.8790	16	31	x^0*y^22+x^1*y^14+x^4*y^15+x^10*y^17	x^3*y^17+x^4*y^1+x^5*y^2+x^9*y^19+x^10*y^18+x^14*y^18	10	css		
984	2	193	75.7093	41	12	x^0*y^1+x^17*y^8+x^19*y^6+x^26*y^5+x^26*y^10+x^37*y^9	x^1*y^3+x^3*y^11+x^8*y^6+x^10*y^1+x^12*y^3+x^16*y^6	12	css		
820	2	176	75.5512	10	41	x^0*y^2+x^0*y^31+x^1*y^38+x^5*y^21+x^5*y^40+x^6*y^39	x^2*y^22+x^3*y^8+x^5*y^27+x^7*y^23+x^8*y^3+x^8*y^17	12	css		
840	2	178	75.4381	30	14	x^6*y^13+x^8*y^12+x^8*y^13+x^11*y^0+x^13*y^7+x^18*y^6	x^15*y^0+x^15*y^3+x^19*y^1+x^26*y^3+x^28*y^8+x^28*y^12	12	css		
860	2	180	75.3488	10	43	x^1*y^41+x^5*y^0+x^5*y^3+x^5*y^11+x^7*y^38+x^8*y^2	x^0*y^28+x^0*y^29+x^1*y^37+x^4*y^30	10	css		
814	2	175	75.2457	11	37	x^0*y^21+x^2*y^8+x^6*y^27+x^8*y^16+x^9*y^1+x^10*y^21	x^0*y^26+x^1*y^22+x^2*y^13+x^8*y^15+x^10*y^32+x^10*y^36	12	css		
806	2	174	75.1266	31	13	x^2*y^2+x^3*y^12+x^6*y^2+x^8*y^4+x^18*y^2+x^18*y^8	x^5*y^11+x^6*y^10+x^8*y^1+x^11*y^5+x^16*y^2+x^27*y^12	12	css		
874	2	181	74.9680	19	23	x^7*y^7+x^10*y^9+x^12*y^18+x^18*y^10	x^3*y^15+x^5*y^14+x^6*y^3+x^8*y^4+x^16*y^0+x^18*y^20	10	css		
800	2	172	73.9600	25	16	x^9*y^1+x^11*y^15+x^15*y^4+x^16*y^5+x^23*y^9+x^24*y^3	x^5*y^14+x^12*y^5+x^16*y^9+x^17*y^2+x^17*y^15+x^20*y^2	12	css		
792	2	170	72.9798	11	36	x^2*y^24+x^3*y^29+x^5*y^4+x^9*y^6	x^3*y^22+x^3*y^24+x^4*y^4+x^7*y^10+x^9*y^28+x^9*y^35	10	css		
828	2	173	72.2923	9	46	x^0*y^18+x^3*y^38+x^6*y^19+x^7*y^22	x^0*y^13+x^2*y^24+x^3*y^14+x^6*y^9+x^7*y^34+x^8*y^10	10	css		
810	2	171	72.2000	27	15	x^1*y^5+x^3*y^0+x^3*y^14+x^18*y^4+x^20*y^5+x^26*y^2	x^1*y^2+x^6*y^1+x^9*y^6+x^11*y^7+x^19*y^10+x^23*y^8	12	css		
850	2	175	72.0588	17	25	x^0*y^17+x^3*y^20+x^8*y^22+x^10*y^5+x^10*y^12+x^11*y^23	x^3*y^4+x^5*y^5+x^14*y^11+x^16*y^15	10	css		
798	2	169	71.5815	21	19	x^5*y^9+x^15*y^2+x^18*y^13+x^20*y^6	x^0*y^11+x^3*y^11+x^8*y^2+x^10*y^0+x^11*y^16+x^12*y^3	10	css		
912	2	180	71.0526	12	38	x^0*y^16+x^0*y^22+x^1*y^11+x^6*y^20+x^8*y^28+x^9*y^2	x^1*y^4+x^3*y^7+x^7*y^20+x^8*y^9	10	css		
836	2	172	70.7751	38	11	x^0*y^5+x^23*y^1+x^33*y^5+x^37*y^10	x^0*y^5+x^4*y^5+x^8*y^3+x^12*y^3+x^18*y^0+x^36*y^7	10	css		
780	2	166	70.6564	15	26	x^6*y^12+x^9*y^22+x^11*y^15+x^14*y^24	x^1*y^4+x^8*y^13+x^8*y^20+x^9*y^6+x^9*y^18+x^14*y^8	10	css		
784	2	166	70.2959	56	7	x^1*y^1+x^7*y^3+x^18*y^0+x^41*y^6+x^48*y^4+x^52*y^5	x^1*y^5+x^2*y^2+x^3*y^3+x^26*y^6+x^35*y^0+x^46*y^3	12	css		
832	2	171	70.2909	32	13	x^6*y^9+x^9*y^7+x^13*y^7+x^24*y^3+x^25*y^0+x^27*y^11	x^3*y^3+x^9*y^11+x^28*y^0+x^31*y^4	10	css		
782	2	165	69.6292	17	23	x^2*y^1+x^3*y^12+x^6*y^3+x^6*y^13+x^6*y^20+x^10*y^0	x^2*y^20+x^11*y^12+x^13*y^13+x^14*y^0+x^15*y^11+x^16*y^14	12	css		
816	2	168	69.1765	51	8	x^16*y^4+x^21*y^6+x^22*y^3+x^26*y^0+x^31*y^4+x^41*y^2	x^1*y^3+x^13*y^5+x^15*y^1+x^16*y^0+x^17*y^7+x^19*y^7	12	css		
770	2	163	69.0104	11	35	x^0*y^6+x^0*y^12+x^1*y^15+x^5*y^21+x^6*y^6+x^10*y^7	x^4*y^16+x^5*y^16+x^7*y^18+x^9*y^6	10	css		
748	2	160	68.4492	34	11	x^13*y^7+x^25*y^0+x^26*y^4+x^29*y^10	x^9*y^3+x^11*y^4+x^26*y^7+x^28*y^3+x^31*y^5+x^32*y^2	10	css		
858	2	171	68.1608	11	39	x^0*y^8+x^4*y^27+x^4*y^29+x^5*y^20+x^6*y^30+x^10*y^34	x^3*y^37+x^4*y^12+x^4*y^25+x^6*y^26	10	css		
736	2	158	67.8370	23	16	x^2*y^4+x^11*y^10+x^19*y^5+x^20*y^0	x^4*y^8+x^4*y^15+x^8*y^13+x^11*y^13+x^15*y^13+x^20*y^9	10	css		
760	2	160	67.3684	10	38	x^2*y^7+x^4*y^11+x^5*y^3+x^5*y^19+x^7*y^12+x^7*y^19	x^1*y^27+x^1*y^28+x^3*y^10+x^5*y^29+x^8*y^5+x^9*y^11	12	css		
756	2	158	66.0423	14	27	x^0*y^21+x^1*y^3+x^5*y^14+x^8*y^23+x^12*y^17+x^13*y^0	x^2*y^11+x^4*y^0+x^9*y^5+x^12*y^13	10	css		
700	2	152	66.0114	14	25	x^1*y^5+x^2*y^23+x^4*y^23+x^5*y^9+x^7*y^12+x^10*y^1	x^6*y^5+x^6*y^22+x^7*y^8+x^10*y^7	10	css		
702	2	152	65.8234	9	39	x^0*y^26+x^1*y^3+x^2*y^10+x^6*y^7+x^6*y^34+x^7*y^17	x^2*y^26+x^3*y^34+x^5*y^20+x^5*y^33+x^6*y^36+x^8*y^20	12	css		
728	2	154	65.1538	28	13	x^3*y^6+x^7*y^7+x^9*y^10+x^15*y^1+x^21*y^12+x^22*y^8	x^1*y^7+x^22*y^12+x^24*y^7+x^26*y^4	10	css		
722	2	153	64.8449	19	19	x^1*y^4+x^4*y^6+x^8*y^7+x^16*y^16	x^1*y^8+x^9*y^4+x^12*y^7+x^13*y^9+x^18*y^1+x^18*y^4	10	css		
752	2	156	64.7234	47	8	x^0*y^7+x^10*y^0+x^11*y^1+x^12*y^7+x^17*y^4+x^33*y^2	x^4*y^4+x^17*y^2+x^21*y^0+x^22*y^0+x^39*y^1+x^43*y^2	12	css		
